Algorithm,Data Type,Size,Time (ms),Comparisons
"MergeSort","random",1600,1.9158,15019
"StringQuickSort","random",1600,0.1888,16661
"StringMergeSort","random",1600,2.2482,15019
"MSDRadixSort","random",1600,0.9532,3642
"MSDRadixSortWithSwitch","random",1600,0.3367,7565
"QuickSort","random",1700,0.3428,20344
"MergeSort","random",1700,2.1754,16098
"StringQuickSort","random",1700,0.2025,17071
"StringMergeSort","random",1700,8.8422,16098
"MSDRadixSort","random",1700,1.5922,3895
"MSDRadixSortWithSwitch","random",1700,0.4746,8213
"QuickSort","random",1800,0.3648,21849
"MergeSort","random",1800,2.473,17213
"StringQuickSort","random",1800,0.2079,17914
"StringMergeSort","random",1800,2.6973,17213
"MSDRadixSort","random",1800,1.106,4137
"MSDRadixSortWithSwitch","random",1800,0.3963,8833
"QuickSort","random",1900,0.3778,22518
"MergeSort","random",1900,2.3617,18304
"StringQuickSort","random",1900,0.2252,19699
"StringMergeSort","random",1900,2.7702,18304
"MSDRadixSort","random",1900,1.2276,4402
"MSDRadixSortWithSwitch","random",1900,0.3953,9518
"QuickSort","random",2000,0.4039,24094
"MergeSort","random",2000,2.4356,19404
"StringQuickSort","random",2000,0.2416,20616
"StringMergeSort","random",2000,2.892,19404
"MSDRadixSort","random",2000,1.2593,4651
"MSDRadixSortWithSwitch","random",2000,0.4202,10202
"QuickSort","random",2100,0.4737,28175
"MergeSort","random",2100,2.5865,20517
"StringQuickSort","random",2100,0.2497,22403
"StringMergeSort","random",2100,3.0118,20517
"MSDRadixSort","random",2100,1.3011,4905
"MSDRadixSortWithSwitch","random",2100,0.4738,10856
"QuickSort","random",2200,0.5867,26015
"MergeSort","random",2200,2.7574,21624
"StringQuickSort","random",2200,0.2755,24279
"StringMergeSort","random",2200,3.3142,21624
"MSDRadixSort","random",2200,1.6071,5167
"MSDRadixSortWithSwitch","random",2200,0.4536,11518
"QuickSort","random",2300,0.5046,31777
"MergeSort","random",2300,2.881,22796
"StringQuickSort","random",2300,0.2749,24339
"StringMergeSort","random",2300,3.3502,22796
"MSDRadixSort","random",2300,1.4824,5413
"MSDRadixSortWithSwitch","random",2300,0.4963,12135
"QuickSort","random",2400,0.4722,29332
"MergeSort","random",2400,3.3499,23918
"StringQuickSort","random",2400,0.3126,26481
"StringMergeSort","random",2400,3.628,23918
"MSDRadixSort","random",2400,1.5243,5653
"MSDRadixSortWithSwitch","random",2400,0.5369,12811
"QuickSort","random",2500,0.5245,30893
"MergeSort","random",2500,3.1491,25071
"StringQuickSort","random",2500,0.3114,27627
"StringMergeSort","random",2500,3.746,25071
"MSDRadixSort","random",2500,1.5817,5924
"MSDRadixSortWithSwitch","random",2500,0.5218,13396
"QuickSort","random",2600,0.5559,34668
"MergeSort","random",2600,3.2415,26259
"StringQuickSort","random",2600,0.323,28596
"StringMergeSort","random",2600,3.8233,26259
"MSDRadixSort","random",2600,1.595,6185
"MSDRadixSortWithSwitch","random",2600,0.5399,14162
"QuickSort","random",2700,0.5662,34104
"MergeSort","random",2700,3.3682,27391
"StringQuickSort","random",2700,0.3447,31170
"StringMergeSort","random",2700,3.9359,27391
"MSDRadixSort","random",2700,1.7126,6456
"MSDRadixSortWithSwitch","random",2700,0.5619,14937
"QuickSort","random",2800,0.5931,36603
"MergeSort","random",2800,3.5373,28569
"StringQuickSort","random",2800,0.3477,30897
"StringMergeSort","random",2800,4.1791,28569
"MSDRadixSort","random",2800,1.8267,6732
"MSDRadixSortWithSwitch","random",2800,0.6347,15586
"QuickSort","random",2900,0.6396,38298
"MergeSort","random",2900,3.872,29704
"StringQuickSort","random",2900,0.365,31867
"StringMergeSort","random",2900,4.3813,29704
"MSDRadixSort","random",2900,1.9053,7011
"MSDRadixSortWithSwitch","random",2900,0.6231,16192
"QuickSort","random",3000,0.6352,36840
"MergeSort","random",3000,3.7959,30846
"StringQuickSort","random",3000,0.3727,33776
"StringMergeSort","random",3000,4.4758,30846
"MSDRadixSort","random",3000,2.0001,7276
"MSDRadixSortWithSwitch","random",3000,0.6831,17087
"QuickSort","reverse_sorted",100,0.0857,4950
"MergeSort","reverse_sorted",100,0.0883,316
"StringQuickSort","reverse_sorted",100,0.0092,1000
"StringMergeSort","reverse_sorted",100,0.0928,316
"MSDRadixSort","reverse_sorted",100,0.0611,244
"MSDRadixSortWithSwitch","reverse_sorted",100,0.0233,1480
"QuickSort","reverse_sorted",200,0.2266,19900
"MergeSort","reverse_sorted",200,0.1712,732
"StringQuickSort","reverse_sorted",200,0.0207,2400
"StringMergeSort","reverse_sorted",200,0.2161,732
"MSDRadixSort","reverse_sorted",200,0.118,479
"MSDRadixSortWithSwitch","reverse_sorted",200,0.0474,3039
"QuickSort","reverse_sorted",300,0.4863,44850
"MergeSort","reverse_sorted",300,0.2781,1180
"StringQuickSort","reverse_sorted",300,0.0364,4451
"StringMergeSort","reverse_sorted",300,0.3089,1180
"MSDRadixSort","reverse_sorted",300,0.182,725
"MSDRadixSortWithSwitch","reverse_sorted",300,0.0717,4671
"QuickSort","reverse_sorted",400,0.9186,79800
"MergeSort","reverse_sorted",400,0.3936,1664
"StringQuickSort","reverse_sorted",400,0.0511,6212
"StringMergeSort","reverse_sorted",400,0.4367,1664
"MSDRadixSort","reverse_sorted",400,0.2489,969
"MSDRadixSortWithSwitch","reverse_sorted",400,0.1001,6427
"QuickSort","reverse_sorted",500,1.3881,124750
"MergeSort","reverse_sorted",500,0.4876,2216
"StringQuickSort","reverse_sorted",500,0.0669,8294
"StringMergeSort","reverse_sorted",500,0.565,2216
"MSDRadixSort","reverse_sorted",500,0.3249,1215
"MSDRadixSortWithSwitch","reverse_sorted",500,0.1232,8182
"QuickSort","reverse_sorted",600,1.9089,179700
"MergeSort","reverse_sorted",600,0.6207,2660
"StringQuickSort","reverse_sorted",600,0.0875,10693
"StringMergeSort","reverse_sorted",600,0.7025,2660
"MSDRadixSort","reverse_sorted",600,0.3594,1449
"MSDRadixSortWithSwitch","reverse_sorted",600,0.1745,9777
"QuickSort","reverse_sorted",700,2.6254,244650
"MergeSort","reverse_sorted",700,0.7089,3172
"StringQuickSort","reverse_sorted",700,0.1112,13861
"StringMergeSort","reverse_sorted",700,0.82,3172
"MSDRadixSort","reverse_sorted",700,0.4538,1699
"MSDRadixSortWithSwitch","reverse_sorted",700,0.189,11410
"QuickSort","reverse_sorted",800,3.3204,319600
"MergeSort","reverse_sorted",800,0.8553,3728
"StringQuickSort","reverse_sorted",800,0.1314,16439
"StringMergeSort","reverse_sorted",800,0.9429,3728
"MSDRadixSort","reverse_sorted",800,0.5099,1934
"MSDRadixSortWithSwitch","reverse_sorted",800,0.372,13217
"QuickSort","reverse_sorted",900,4.1724,404550
"MergeSort","reverse_sorted",900,0.9987,4304
"StringQuickSort","reverse_sorted",900,0.1634,20567
"StringMergeSort","reverse_sorted",900,1.1448,4304
"MSDRadixSort","reverse_sorted",900,0.603,2173
"MSDRadixSortWithSwitch","reverse_sorted",900,0.2216,14934
"QuickSort","reverse_sorted",1000,5.1191,499500
"MergeSort","reverse_sorted",1000,1.0352,4932
"StringQuickSort","reverse_sorted",1000,0.1923,23259
"StringMergeSort","reverse_sorted",1000,1.1985,4932
"MSDRadixSort","reverse_sorted",1000,0.6434,2416
"MSDRadixSortWithSwitch","reverse_sorted",1000,0.2484,16777
"QuickSort","reverse_sorted",1100,6.1865,604450
"MergeSort","reverse_sorted",1100,1.2304,5420
"StringQuickSort","reverse_sorted",1100,0.2154,27364
"StringMergeSort","reverse_sorted",1100,1.4274,5420
"MSDRadixSort","reverse_sorted",1100,0.7208,2669
"MSDRadixSortWithSwitch","reverse_sorted",1100,0.7288,18530
"QuickSort","reverse_sorted",1200,7.4271,719400
"MergeSort","reverse_sorted",1200,1.3405,5920
"StringQuickSort","reverse_sorted",1200,0.2519,31929
"StringMergeSort","reverse_sorted",1200,1.5658,5920
"MSDRadixSort","reverse_sorted",1200,0.8299,2914
"MSDRadixSortWithSwitch","reverse_sorted",1200,0.2988,20504
"QuickSort","reverse_sorted",1300,8.7634,844350
"MergeSort","reverse_sorted",1300,1.4622,6480
"StringQuickSort","reverse_sorted",1300,0.2848,36291
"StringMergeSort","reverse_sorted",1300,1.736,6480
"MSDRadixSort","reverse_sorted",1300,0.8943,3151
"MSDRadixSortWithSwitch","reverse_sorted",1300,0.3269,22313
"QuickSort","reverse_sorted",1400,10.3645,979300
"MergeSort","reverse_sorted",1400,1.5955,7044
"StringQuickSort","reverse_sorted",1400,0.3088,38962
"StringMergeSort","reverse_sorted",1400,1.7726,7044
"MSDRadixSort","reverse_sorted",1400,0.9169,3383
"MSDRadixSortWithSwitch","reverse_sorted",1400,0.3444,23937
"QuickSort","reverse_sorted",1500,11.6962,1124250
"MergeSort","reverse_sorted",1500,1.7335,7664
"StringQuickSort","reverse_sorted",1500,0.359,45852
"StringMergeSort","reverse_sorted",1500,2.1793,7664
"MSDRadixSort","reverse_sorted",1500,1.0299,3633
"MSDRadixSortWithSwitch","reverse_sorted",1500,0.3608,25523
"QuickSort","reverse_sorted",1600,13.4231,1279200
"MergeSort","reverse_sorted",1600,1.8281,8256
"StringQuickSort","reverse_sorted",1600,0.3933,49703
"StringMergeSort","reverse_sorted",1600,2.057,8256
"MSDRadixSort","reverse_sorted",1600,1.0745,3877
"MSDRadixSortWithSwitch","reverse_sorted",1600,0.4076,27170
"QuickSort","reverse_sorted",1700,15.1023,1444150
"MergeSort","reverse_sorted",1700,1.9824,8836
"StringQuickSort","reverse_sorted",1700,0.4281,54073
"StringMergeSort","reverse_sorted",1700,2.1566,8836
"MSDRadixSort","reverse_sorted",1700,1.1217,4109
"MSDRadixSortWithSwitch","reverse_sorted",1700,0.4122,28835
"QuickSort","reverse_sorted",1800,17.0084,1619100
"MergeSort","reverse_sorted",1800,2.085,9508
"StringQuickSort","reverse_sorted",1800,0.4688,60169
"StringMergeSort","reverse_sorted",1800,2.4325,9508
"MSDRadixSort","reverse_sorted",1800,1.0939,4349
"MSDRadixSortWithSwitch","reverse_sorted",1800,0.4971,30438
"QuickSort","reverse_sorted",1900,19.0896,1804050
"MergeSort","reverse_sorted",1900,2.6037,10144
"StringQuickSort","reverse_sorted",1900,0.4999,65616
"StringMergeSort","reverse_sorted",1900,2.4605,10144
"MSDRadixSort","reverse_sorted",1900,1.2668,4594
"MSDRadixSortWithSwitch","reverse_sorted",1900,0.4598,31910
"QuickSort","reverse_sorted",2000,21.0904,1999000
"MergeSort","reverse_sorted",2000,2.3129,10864
"StringQuickSort","reverse_sorted",2000,0.5846,72405
"StringMergeSort","reverse_sorted",2000,2.772,10864
"MSDRadixSort","reverse_sorted",2000,1.1691,4830
"MSDRadixSortWithSwitch","reverse_sorted",2000,0.4756,33418
"QuickSort","reverse_sorted",2100,23.1747,2203950
"MergeSort","reverse_sorted",2100,2.6617,11456
"StringQuickSort","reverse_sorted",2100,0.6017,77277
"StringMergeSort","reverse_sorted",2100,2.9008,11456
"MSDRadixSort","reverse_sorted",2100,1.3937,5079
"MSDRadixSortWithSwitch","reverse_sorted",2100,0.4996,35136
"QuickSort","reverse_sorted",2200,25.5757,2418900
"MergeSort","reverse_sorted",2200,2.6234,11940
"StringQuickSort","reverse_sorted",2200,0.6432,83804
"StringMergeSort","reverse_sorted",2200,3.0442,11940
"MSDRadixSort","reverse_sorted",2200,1.3148,5308
"MSDRadixSortWithSwitch","reverse_sorted",2200,0.5219,36899
"QuickSort","reverse_sorted",2300,28.0982,2643850
"MergeSort","reverse_sorted",2300,2.7124,12512
"StringQuickSort","reverse_sorted",2300,0.7075,91293
"StringMergeSort","reverse_sorted",2300,3.2677,12512
"MSDRadixSort","reverse_sorted",2300,1.3816,5560
"MSDRadixSortWithSwitch","reverse_sorted",2300,0.5448,38506
"QuickSort","reverse_sorted",2400,30.0402,2878800
"MergeSort","reverse_sorted",2400,2.8683,13040
"StringQuickSort","reverse_sorted",2400,0.7612,97908
"StringMergeSort","reverse_sorted",2400,3.3188,13040
"MSDRadixSort","reverse_sorted",2400,1.44,5804
"MSDRadixSortWithSwitch","reverse_sorted",2400,0.5726,40104
"QuickSort","reverse_sorted",2500,34.2352,3123750
"MergeSort","reverse_sorted",2500,2.9812,13652
"StringQuickSort","reverse_sorted",2500,0.8168,105336
"StringMergeSort","reverse_sorted",2500,3.5303,13652
"MSDRadixSort","reverse_sorted",2500,1.6687,6048
"MSDRadixSortWithSwitch","reverse_sorted",2500,0.5781,41529
"QuickSort","reverse_sorted",2600,35.9819,3378700
"MergeSort","reverse_sorted",2600,3.2493,14260
"StringQuickSort","reverse_sorted",2600,0.8662,112094
"StringMergeSort","reverse_sorted",2600,3.4468,14260
"MSDRadixSort","reverse_sorted",2600,1.5987,6291
"MSDRadixSortWithSwitch","reverse_sorted",2600,0.6115,43130
"QuickSort","reverse_sorted",2700,38.2641,3643650
"MergeSort","reverse_sorted",2700,3.0883,14840
"StringQuickSort","reverse_sorted",2700,0.9303,120232
"StringMergeSort","reverse_sorted",2700,3.6437,14840
"MSDRadixSort","reverse_sorted",2700,1.9097,6546
"MSDRadixSortWithSwitch","reverse_sorted",2700,0.6327,44814
"QuickSort","reverse_sorted",2800,41.536,3918600
"MergeSort","reverse_sorted",2800,3.3674,15488
"StringQuickSort","reverse_sorted",2800,0.9784,127735
"StringMergeSort","reverse_sorted",2800,3.7365,15488
"MSDRadixSort","reverse_sorted",2800,1.6688,6787
"MSDRadixSortWithSwitch","reverse_sorted",2800,0.6513,46493
"QuickSort","reverse_sorted",2900,44.2987,4203550
"MergeSort","reverse_sorted",2900,3.3207,16120
"StringQuickSort","reverse_sorted",2900,1.42,136036
"StringMergeSort","reverse_sorted",2900,4.1467,16120
"MSDRadixSort","reverse_sorted",2900,1.7752,7035
"MSDRadixSortWithSwitch","reverse_sorted",2900,0.6778,48081
"QuickSort","reverse_sorted",3000,48.6012,4498500
"MergeSort","reverse_sorted",3000,3.6375,16828
"StringQuickSort","reverse_sorted",3000,1.1208,143979
"StringMergeSort","reverse_sorted",3000,4.0481,16828
"MSDRadixSort","reverse_sorted",3000,1.9926,7269
"MSDRadixSortWithSwitch","reverse_sorted",3000,0.6969,49842
"QuickSort","almost_sorted",100,0.0542,4950
"MergeSort","almost_sorted",100,0.0913,356
"StringQuickSort","almost_sorted",100,0.0081,819
"StringMergeSort","almost_sorted",100,0.1293,356
"MSDRadixSort","almost_sorted",100,0.0615,245
"MSDRadixSortWithSwitch","almost_sorted",100,0.0192,811
"QuickSort","almost_sorted",200,0.1928,19506
"MergeSort","almost_sorted",200,0.1732,874
"StringQuickSort","almost_sorted",200,0.021,1726
"StringMergeSort","almost_sorted",200,0.1996,874
"MSDRadixSort","almost_sorted",200,0.1232,473
"MSDRadixSortWithSwitch","almost_sorted",200,0.0417,1509
"QuickSort","almost_sorted",300,0.4471,43961
"MergeSort","almost_sorted",300,0.2718,1579
"StringQuickSort","almost_sorted",300,0.0272,2947
"StringMergeSort","almost_sorted",300,0.3195,1579
"MSDRadixSort","almost_sorted",300,0.1689,711
"MSDRadixSortWithSwitch","almost_sorted",300,0.0577,2324
"QuickSort","almost_sorted",400,0.8033,78218
"MergeSort","almost_sorted",400,0.4608,2262
"StringQuickSort","almost_sorted",400,0.0397,4372
"StringMergeSort","almost_sorted",400,0.5075,2262
"MSDRadixSort","almost_sorted",400,0.2373,952
"MSDRadixSortWithSwitch","almost_sorted",400,0.0732,3051
"QuickSort","almost_sorted",500,1.2147,122276
"MergeSort","almost_sorted",500,0.4582,2942
"StringQuickSort","almost_sorted",500,0.0563,6045
"StringMergeSort","almost_sorted",500,0.5537,2942
"MSDRadixSort","almost_sorted",500,0.2902,1191
"MSDRadixSortWithSwitch","almost_sorted",500,0.0898,3819
"QuickSort","almost_sorted",600,1.7465,176726
"MergeSort","almost_sorted",600,0.5978,3773
"StringQuickSort","almost_sorted",600,0.0692,7980
"StringMergeSort","almost_sorted",600,0.7159,3773
"MSDRadixSort","almost_sorted",600,0.3344,1425
"MSDRadixSortWithSwitch","almost_sorted",600,0.1086,4566
"QuickSort","almost_sorted",700,2.4721,240488
"MergeSort","almost_sorted",700,0.7269,4582
"StringQuickSort","almost_sorted",700,0.0877,10210
"StringMergeSort","almost_sorted",700,0.8496,4582
"MSDRadixSort","almost_sorted",700,0.4138,1673
"MSDRadixSortWithSwitch","almost_sorted",700,0.1298,5371
"QuickSort","almost_sorted",800,3.0725,314838
"MergeSort","almost_sorted",800,0.7752,5374
"StringQuickSort","almost_sorted",800,0.1105,12743
"StringMergeSort","almost_sorted",800,0.8919,5374
"MSDRadixSort","almost_sorted",800,0.4711,1909
"MSDRadixSortWithSwitch","almost_sorted",800,0.1434,6225
"QuickSort","almost_sorted",900,3.8493,397408
"MergeSort","almost_sorted",900,0.8386,5835
"StringQuickSort","almost_sorted",900,0.1314,15486
"StringMergeSort","almost_sorted",900,1.0402,5835
"MSDRadixSort","almost_sorted",900,0.5158,2153
"MSDRadixSortWithSwitch","almost_sorted",900,0.1605,6979
"QuickSort","almost_sorted",1000,4.7284,491564
"MergeSort","almost_sorted",1000,0.9652,6773
"StringQuickSort","almost_sorted",1000,0.1574,18537
"StringMergeSort","almost_sorted",1000,1.1391,6773
"MSDRadixSort","almost_sorted",1000,0.5776,2399
"MSDRadixSortWithSwitch","almost_sorted",1000,0.186,7823
"QuickSort","almost_sorted",1100,3.6684,376446
"MergeSort","almost_sorted",1100,1.1255,7513
"StringQuickSort","almost_sorted",1100,0.1842,21952
"StringMergeSort","almost_sorted",1100,1.3976,7513
"MSDRadixSort","almost_sorted",1100,0.6688,2645
"MSDRadixSortWithSwitch","almost_sorted",1100,0.2022,8580
"QuickSort","almost_sorted",1200,4.7531,490698
"MergeSort","almost_sorted",1200,1.1571,8489
"StringQuickSort","almost_sorted",1200,0.2127,25656
"StringMergeSort","almost_sorted",1200,1.4104,8489
"MSDRadixSort","almost_sorted",1200,0.6957,2894
"MSDRadixSortWithSwitch","almost_sorted",1200,0.223,9337
"QuickSort","almost_sorted",1300,3.6661,349989
"MergeSort","almost_sorted",1300,1.359,9535
"StringQuickSort","almost_sorted",1300,0.2366,29454
"StringMergeSort","almost_sorted",1300,1.5627,9535
"MSDRadixSort","almost_sorted",1300,0.7638,3151
"MSDRadixSortWithSwitch","almost_sorted",1300,0.2433,10121
"QuickSort","almost_sorted",1400,4.2018,404405
"MergeSort","almost_sorted",1400,1.5111,10011
"StringQuickSort","almost_sorted",1400,0.2716,33717
"StringMergeSort","almost_sorted",1400,1.8016,10011
"MSDRadixSort","almost_sorted",1400,0.8266,3384
"MSDRadixSortWithSwitch","almost_sorted",1400,0.257,10813
"QuickSort","almost_sorted",1500,5.5284,548855
"MergeSort","almost_sorted",1500,1.5137,10605
"StringQuickSort","almost_sorted",1500,0.314,38162
"StringMergeSort","almost_sorted",1500,1.8495,10605
"MSDRadixSort","almost_sorted",1500,0.8952,3636
"MSDRadixSortWithSwitch","almost_sorted",1500,0.2797,11633
"QuickSort","almost_sorted",1600,7.0233,701714
"MergeSort","almost_sorted",1600,1.6397,11626
"StringQuickSort","almost_sorted",1600,0.3459,42896
"StringMergeSort","almost_sorted",1600,2.0638,11626
"MSDRadixSort","almost_sorted",1600,0.9357,3879
"MSDRadixSortWithSwitch","almost_sorted",1600,0.2953,12358
"QuickSort","almost_sorted",1700,8.5181,864375
"MergeSort","almost_sorted",1700,1.7232,11768
"StringQuickSort","almost_sorted",1700,0.3882,47995
"StringMergeSort","almost_sorted",1700,2.0782,11768
"MSDRadixSort","almost_sorted",1700,0.9915,4126
"MSDRadixSortWithSwitch","almost_sorted",1700,0.3077,13172
"QuickSort","almost_sorted",1800,9.4624,941958
"MergeSort","almost_sorted",1800,1.8313,12660
"StringQuickSort","almost_sorted",1800,0.426,52876
"StringMergeSort","almost_sorted",1800,2.1984,12660
"MSDRadixSort","almost_sorted",1800,1.1414,4381
"MSDRadixSortWithSwitch","almost_sorted",1800,0.3332,13827
"QuickSort","almost_sorted",1900,7.1736,661356
"MergeSort","almost_sorted",1900,2.0148,13474
"StringQuickSort","almost_sorted",1900,0.4618,57900
"StringMergeSort","almost_sorted",1900,2.3367,13474
"MSDRadixSort","almost_sorted",1900,1.1294,4610
"MSDRadixSortWithSwitch","almost_sorted",1900,0.3469,14500
"QuickSort","almost_sorted",2000,9.2749,855806
"MergeSort","almost_sorted",2000,2.1039,14417
"StringQuickSort","almost_sorted",2000,0.5076,63432
"StringMergeSort","almost_sorted",2000,2.4759,14417
"MSDRadixSort","almost_sorted",2000,1.1543,4842
"MSDRadixSortWithSwitch","almost_sorted",2000,0.35,15311
"QuickSort","almost_sorted",2100,10.8713,1060256
"MergeSort","almost_sorted",2100,2.1573,15391
"StringQuickSort","almost_sorted",2100,0.5394,68709
"StringMergeSort","almost_sorted",2100,2.6242,15391
"MSDRadixSort","almost_sorted",2100,1.5226,5087
"MSDRadixSortWithSwitch","almost_sorted",2100,0.3826,16056
"QuickSort","almost_sorted",2200,12.1785,1193340
"MergeSort","almost_sorted",2200,2.3605,16301
"StringQuickSort","almost_sorted",2200,0.5869,75035
"StringMergeSort","almost_sorted",2200,2.8563,16301
"MSDRadixSort","almost_sorted",2200,1.2638,5321
"MSDRadixSortWithSwitch","almost_sorted",2200,0.3868,16852
"QuickSort","almost_sorted",2300,7.4361,699205
"MergeSort","almost_sorted",2300,2.3556,17033
"StringQuickSort","almost_sorted",2300,0.6257,80430
"StringMergeSort","almost_sorted",2300,2.8895,17033
"MSDRadixSort","almost_sorted",2300,1.3337,5574
"MSDRadixSortWithSwitch","almost_sorted",2300,0.4039,17649
"QuickSort","almost_sorted",2400,9.3774,933856
"MergeSort","almost_sorted",2400,2.4858,18194
"StringQuickSort","almost_sorted",2400,0.6852,86359
"StringMergeSort","almost_sorted",2400,2.9996,18194
"MSDRadixSort","almost_sorted",2400,1.4059,5809
"MSDRadixSortWithSwitch","almost_sorted",2400,0.4226,18381
"QuickSort","almost_sorted",2500,11.2218,1138593
"MergeSort","almost_sorted",2500,2.7763,19156
"StringQuickSort","almost_sorted",2500,0.7312,91403
"StringMergeSort","almost_sorted",2500,3.2957,19156
"MSDRadixSort","almost_sorted",2500,1.4178,6051
"MSDRadixSortWithSwitch","almost_sorted",2500,0.4226,19085
"QuickSort","almost_sorted",2600,13.5181,1393343
"MergeSort","almost_sorted",2600,2.7401,20092
"StringQuickSort","almost_sorted",2600,0.7731,97684
"StringMergeSort","almost_sorted",2600,3.2721,20092
"MSDRadixSort","almost_sorted",2600,1.4901,6285
"MSDRadixSortWithSwitch","almost_sorted",2600,0.4481,19912
"QuickSort","almost_sorted",2700,15.9856,1658093
"MergeSort","almost_sorted",2700,2.8441,20625
"StringQuickSort","almost_sorted",2700,0.8289,103979
"StringMergeSort","almost_sorted",2700,3.3827,20625
"MSDRadixSort","almost_sorted",2700,1.5623,6520
"MSDRadixSortWithSwitch","almost_sorted",2700,0.465,20675
"QuickSort","almost_sorted",2800,18.0611,1881471
"MergeSort","almost_sorted",2800,2.9088,21359
"StringQuickSort","almost_sorted",2800,0.8614,108945
"StringMergeSort","almost_sorted",2800,3.8798,21359
"MSDRadixSort","almost_sorted",2800,1.5704,6771
"MSDRadixSortWithSwitch","almost_sorted",2800,0.4645,21521
"QuickSort","almost_sorted",2900,20.994,2166321
"MergeSort","almost_sorted",2900,3.2421,22237
"StringQuickSort","almost_sorted",2900,0.8877,115469
"StringMergeSort","almost_sorted",2900,3.7929,22237
"MSDRadixSort","almost_sorted",2900,1.6314,7022
"MSDRadixSortWithSwitch","almost_sorted",2900,0.4828,22342
"QuickSort","almost_sorted",3000,12.4075,1217537
"MergeSort","almost_sorted",3000,3.2456,22614
"StringQuickSort","almost_sorted",3000,0.9335,121559
