Algorithm,Data Type,Size,Time (ms),Comparisons
"MSDRadixSort","random",2200,1.3983,5118
"MSDRadixSortWithSwitch","random",2200,0.4858,11234
"QuickSort","random",2300,0.522,33082
"MergeSort","random",2300,2.8753,22805
"StringQuickSort","random",2300,0.2921,25945
"StringMergeSort","random",2300,3.3956,22805
"MSDRadixSort","random",2300,1.5269,5382
"MSDRadixSortWithSwitch","random",2300,0.4927,11992
"QuickSort","random",2400,0.5272,31936
"MergeSort","random",2400,3.3079,24025
"StringQuickSort","random",2400,0.3295,26527
"StringMergeSort","random",2400,3.5696,24025
"MSDRadixSort","random",2400,1.474,5642
"MSDRadixSortWithSwitch","random",2400,0.5098,12681
"QuickSort","random",2500,0.5284,31086
"MergeSort","random",2500,3.1261,25157
"StringQuickSort","random",2500,0.3255,29904
"StringMergeSort","random",2500,3.7428,25157
"MSDRadixSort","random",2500,1.57,5901
"MSDRadixSortWithSwitch","random",2500,0.5373,13261
"QuickSort","random",2600,0.5796,35388
"MergeSort","random",2600,3.28,26292
"StringQuickSort","random",2600,0.3292,29849
"StringMergeSort","random",2600,3.9576,26292
"MSDRadixSort","random",2600,1.6282,6175
"MSDRadixSortWithSwitch","random",2600,0.5569,14079
"QuickSort","random",2700,0.5931,35095
"MergeSort","random",2700,3.3917,27463
"StringQuickSort","random",2700,0.3573,33044
"StringMergeSort","random",2700,4.0472,27463
"MSDRadixSort","random",2700,1.8104,6460
"MSDRadixSortWithSwitch","random",2700,0.6253,14682
"QuickSort","random",2800,0.5826,36189
"MergeSort","random",2800,3.5318,28600
"StringQuickSort","random",2800,0.3637,33428
"StringMergeSort","random",2800,4.1765,28600
"MSDRadixSort","random",2800,1.8818,6734
"MSDRadixSortWithSwitch","random",2800,0.6744,15421
"QuickSort","random",2900,0.7045,34197
"MergeSort","random",2900,3.6598,29807
"StringQuickSort","random",2900,0.3895,36814
"StringMergeSort","random",2900,4.3137,29807
"MSDRadixSort","random",2900,1.9229,6999
"MSDRadixSortWithSwitch","random",2900,0.6263,16263
"QuickSort","random",3000,0.7631,39706
"MergeSort","random",3000,3.8057,30945
"StringQuickSort","random",3000,0.3909,35131
"StringMergeSort","random",3000,4.4986,30945
"MSDRadixSort","random",3000,1.9805,7272
"MSDRadixSortWithSwitch","random",3000,0.6265,16941
"QuickSort","reverse_sorted",100,0.0567,4950
"MergeSort","reverse_sorted",100,0.0803,316
"StringQuickSort","reverse_sorted",100,0.0108,1182
"StringMergeSort","reverse_sorted",100,0.0963,316
"MSDRadixSort","reverse_sorted",100,0.0557,236
"MSDRadixSortWithSwitch","reverse_sorted",100,0.0245,1554
"QuickSort","reverse_sorted",200,0.2258,19900
"MergeSort","reverse_sorted",200,0.1728,732
"StringQuickSort","reverse_sorted",200,0.0263,3237
"StringMergeSort","reverse_sorted",200,0.2077,732
"MSDRadixSort","reverse_sorted",200,0.1116,467
"MSDRadixSortWithSwitch","reverse_sorted",200,0.0579,3433
"QuickSort","reverse_sorted",300,0.5094,44850
"MergeSort","reverse_sorted",300,0.2823,1180
"StringQuickSort","reverse_sorted",300,0.0353,4227
"StringMergeSort","reverse_sorted",300,0.3189,1180
"MSDRadixSort","reverse_sorted",300,0.1829,717
"MSDRadixSortWithSwitch","reverse_sorted",300,0.0759,5156
"QuickSort","reverse_sorted",400,0.8572,79800
"MergeSort","reverse_sorted",400,0.3669,1664
"StringQuickSort","reverse_sorted",400,0.0529,6003
"StringMergeSort","reverse_sorted",400,0.4349,1664
"MSDRadixSort","reverse_sorted",400,0.2462,965
"MSDRadixSortWithSwitch","reverse_sorted",400,0.104,6952
"QuickSort","reverse_sorted",500,1.3709,124750
"MergeSort","reverse_sorted",500,0.4771,2216
"StringQuickSort","reverse_sorted",500,0.0716,8722
"StringMergeSort","reverse_sorted",500,0.5466,2216
"MSDRadixSort","reverse_sorted",500,0.3309,1215
"MSDRadixSortWithSwitch","reverse_sorted",500,0.1398,8697
"QuickSort","reverse_sorted",600,2.007,179700
"MergeSort","reverse_sorted",600,0.6305,2660
"StringQuickSort","reverse_sorted",600,0.0892,10308
"StringMergeSort","reverse_sorted",600,0.7011,2660
"MSDRadixSort","reverse_sorted",600,0.3658,1459
"MSDRadixSortWithSwitch","reverse_sorted",600,0.1718,10461
"QuickSort","reverse_sorted",700,2.6366,244650
"MergeSort","reverse_sorted",700,0.7282,3172
"StringQuickSort","reverse_sorted",700,0.1174,14369
"StringMergeSort","reverse_sorted",700,0.7949,3172
"MSDRadixSort","reverse_sorted",700,0.4138,1695
"MSDRadixSortWithSwitch","reverse_sorted",700,0.2028,12214
"QuickSort","reverse_sorted",800,3.4241,319600
"MergeSort","reverse_sorted",800,0.8391,3728
"StringQuickSort","reverse_sorted",800,0.1339,16738
"StringMergeSort","reverse_sorted",800,0.9537,3728
"MSDRadixSort","reverse_sorted",800,0.5417,1925
"MSDRadixSortWithSwitch","reverse_sorted",800,0.1965,13804
"QuickSort","reverse_sorted",900,4.2608,404550
"MergeSort","reverse_sorted",900,0.9549,4304
"StringQuickSort","reverse_sorted",900,0.1549,19189
"StringMergeSort","reverse_sorted",900,1.0817,4304
"MSDRadixSort","reverse_sorted",900,0.572,2179
"MSDRadixSortWithSwitch","reverse_sorted",900,0.2213,15283
"QuickSort","reverse_sorted",1000,5.2237,499500
"MergeSort","reverse_sorted",1000,1.1454,4932
"StringQuickSort","reverse_sorted",1000,0.1843,22715
"StringMergeSort","reverse_sorted",1000,1.284,4932
"MSDRadixSort","reverse_sorted",1000,0.6594,2429
"MSDRadixSortWithSwitch","reverse_sorted",1000,0.2555,17469
"QuickSort","reverse_sorted",1100,6.3508,604450
"MergeSort","reverse_sorted",1100,1.1981,5420
"StringQuickSort","reverse_sorted",1100,0.2163,27226
"StringMergeSort","reverse_sorted",1100,1.4112,5420
"MSDRadixSort","reverse_sorted",1100,0.7388,2673
"MSDRadixSortWithSwitch","reverse_sorted",1100,0.3135,19541
"QuickSort","reverse_sorted",1200,7.5159,719400
"MergeSort","reverse_sorted",1200,1.3413,5920
"StringQuickSort","reverse_sorted",1200,0.2565,32247
"StringMergeSort","reverse_sorted",1200,1.5982,5920
"MSDRadixSort","reverse_sorted",1200,0.8395,2921
"MSDRadixSortWithSwitch","reverse_sorted",1200,0.3355,21306
"QuickSort","reverse_sorted",1300,9.0152,844350
"MergeSort","reverse_sorted",1300,1.4882,6480
"StringQuickSort","reverse_sorted",1300,0.2846,35473
"StringMergeSort","reverse_sorted",1300,1.7318,6480
"MSDRadixSort","reverse_sorted",1300,0.9224,3168
"MSDRadixSortWithSwitch","reverse_sorted",1300,0.3593,23031
"QuickSort","reverse_sorted",1400,12.0302,979300
"MergeSort","reverse_sorted",1400,1.5989,7044
"StringQuickSort","reverse_sorted",1400,0.3105,39117
"StringMergeSort","reverse_sorted",1400,1.8565,7044
"MSDRadixSort","reverse_sorted",1400,0.9553,3409
"MSDRadixSortWithSwitch","reverse_sorted",1400,0.3947,24484
"QuickSort","reverse_sorted",1500,11.7296,1124250
"MergeSort","reverse_sorted",1500,1.7851,7664
"StringQuickSort","reverse_sorted",1500,0.3505,43958
"StringMergeSort","reverse_sorted",1500,2.0596,7664
"MSDRadixSort","reverse_sorted",1500,1.0879,3659
"MSDRadixSortWithSwitch","reverse_sorted",1500,0.3758,25961
"QuickSort","reverse_sorted",1600,13.3294,1279200
"MergeSort","reverse_sorted",1600,1.8911,8256
"StringQuickSort","reverse_sorted",1600,0.3834,48721
"StringMergeSort","reverse_sorted",1600,2.1641,8256
"MSDRadixSort","reverse_sorted",1600,1.1085,3899
"MSDRadixSortWithSwitch","reverse_sorted",1600,0.3993,27626
"QuickSort","reverse_sorted",1700,15.1707,1444150
"MergeSort","reverse_sorted",1700,1.9688,8836
"StringQuickSort","reverse_sorted",1700,0.4216,54118
"StringMergeSort","reverse_sorted",1700,2.2913,8836
"MSDRadixSort","reverse_sorted",1700,1.16,4158
"MSDRadixSortWithSwitch","reverse_sorted",1700,0.4743,29401
"QuickSort","reverse_sorted",1800,17.0049,1619100
"MergeSort","reverse_sorted",1800,2.0765,9508
"StringQuickSort","reverse_sorted",1800,0.4699,59323
"StringMergeSort","reverse_sorted",1800,2.4101,9508
"MSDRadixSort","reverse_sorted",1800,1.226,4384
"MSDRadixSortWithSwitch","reverse_sorted",1800,0.4374,30962
"QuickSort","reverse_sorted",1900,18.9062,1804050
"MergeSort","reverse_sorted",1900,2.4507,10144
"StringQuickSort","reverse_sorted",1900,0.5288,65542
"StringMergeSort","reverse_sorted",1900,2.4864,10144
"MSDRadixSort","reverse_sorted",1900,1.2969,4628
"MSDRadixSortWithSwitch","reverse_sorted",1900,0.464,32567
"QuickSort","reverse_sorted",2000,20.9164,1999000
"MergeSort","reverse_sorted",2000,2.3198,10864
"StringQuickSort","reverse_sorted",2000,0.5679,71595
"StringMergeSort","reverse_sorted",2000,2.8098,10864
"MSDRadixSort","reverse_sorted",2000,1.3359,4873
"MSDRadixSortWithSwitch","reverse_sorted",2000,0.484,34222
"QuickSort","reverse_sorted",2100,23.1762,2203950
"MergeSort","reverse_sorted",2100,2.4824,11456
"StringQuickSort","reverse_sorted",2100,0.5962,76991
"StringMergeSort","reverse_sorted",2100,2.8789,11456
"MSDRadixSort","reverse_sorted",2100,1.4435,5114
"MSDRadixSortWithSwitch","reverse_sorted",2100,0.5174,35809
"QuickSort","reverse_sorted",2200,25.4443,2418900
"MergeSort","reverse_sorted",2200,2.5796,11940
"StringQuickSort","reverse_sorted",2200,0.6495,81937
"StringMergeSort","reverse_sorted",2200,2.9782,11940
"MSDRadixSort","reverse_sorted",2200,1.5596,5368
"MSDRadixSortWithSwitch","reverse_sorted",2200,0.5264,37176
"QuickSort","reverse_sorted",2300,27.7524,2643850
"MergeSort","reverse_sorted",2300,2.6935,12512
"StringQuickSort","reverse_sorted",2300,0.7111,91485
"StringMergeSort","reverse_sorted",2300,3.0907,12512
"MSDRadixSort","reverse_sorted",2300,1.7857,5607
"MSDRadixSortWithSwitch","reverse_sorted",2300,0.5518,38694
"QuickSort","reverse_sorted",2400,30.4229,2878800
"MergeSort","reverse_sorted",2400,2.8587,13040
"StringQuickSort","reverse_sorted",2400,0.7596,97049
"StringMergeSort","reverse_sorted",2400,3.1712,13040
"MSDRadixSort","reverse_sorted",2400,1.476,5842
"MSDRadixSortWithSwitch","reverse_sorted",2400,0.5643,40288
"QuickSort","reverse_sorted",2500,32.9509,3123750
"MergeSort","reverse_sorted",2500,2.7719,13652
"StringQuickSort","reverse_sorted",2500,0.8099,104216
"StringMergeSort","reverse_sorted",2500,3.4693,13652
"MSDRadixSort","reverse_sorted",2500,1.5531,6081
"MSDRadixSortWithSwitch","reverse_sorted",2500,0.5909,41842
"QuickSort","reverse_sorted",2600,35.4636,3378700
"MergeSort","reverse_sorted",2600,3.1429,14260
"StringQuickSort","reverse_sorted",2600,0.8743,112166
"StringMergeSort","reverse_sorted",2600,3.5547,14260
"MSDRadixSort","reverse_sorted",2600,1.5908,6312
"MSDRadixSortWithSwitch","reverse_sorted",2600,0.6091,43370
"QuickSort","reverse_sorted",2700,38.7512,3643650
"MergeSort","reverse_sorted",2700,3.1925,14840
"StringQuickSort","reverse_sorted",2700,0.9112,117048
"StringMergeSort","reverse_sorted",2700,3.7524,14840
"MSDRadixSort","reverse_sorted",2700,1.6836,6561
"MSDRadixSortWithSwitch","reverse_sorted",2700,0.6288,45204
"QuickSort","reverse_sorted",2800,40.9164,3918600
"MergeSort","reverse_sorted",2800,3.3521,15488
"StringQuickSort","reverse_sorted",2800,1.0084,125798
"StringMergeSort","reverse_sorted",2800,3.9096,15488
"MSDRadixSort","reverse_sorted",2800,1.7278,6795
"MSDRadixSortWithSwitch","reverse_sorted",2800,0.6532,47005
"QuickSort","reverse_sorted",2900,43.6034,4203550
"MergeSort","reverse_sorted",2900,3.5266,16120
"StringQuickSort","reverse_sorted",2900,1.0361,134716
"StringMergeSort","reverse_sorted",2900,3.9036,16120
"MSDRadixSort","reverse_sorted",2900,1.9763,7026
"MSDRadixSortWithSwitch","reverse_sorted",2900,0.6835,48602
"QuickSort","reverse_sorted",3000,48.0533,4498500
"MergeSort","reverse_sorted",3000,3.4053,16828
"StringQuickSort","reverse_sorted",3000,1.1096,144573
"StringMergeSort","reverse_sorted",3000,3.9582,16828
"MSDRadixSort","reverse_sorted",3000,2.0857,7265
"MSDRadixSortWithSwitch","reverse_sorted",3000,0.7518,50550
"QuickSort","almost_sorted",100,0.0522,4950
"MergeSort","almost_sorted",100,0.0727,356
"StringQuickSort","almost_sorted",100,0.0082,795
"StringMergeSort","almost_sorted",100,0.0853,356
"MSDRadixSort","almost_sorted",100,0.0617,241
"MSDRadixSortWithSwitch","almost_sorted",100,0.0171,775
"QuickSort","almost_sorted",200,0.2227,19900
"MergeSort","almost_sorted",200,0.213,812
"StringQuickSort","almost_sorted",200,0.0165,1751
"StringMergeSort","almost_sorted",200,0.2569,812
"MSDRadixSort","almost_sorted",200,0.1459,486
"MSDRadixSortWithSwitch","almost_sorted",200,0.0366,1564
"QuickSort","almost_sorted",300,0.4501,44256
"MergeSort","almost_sorted",300,0.2534,1356
"StringQuickSort","almost_sorted",300,0.0275,2898
"StringMergeSort","almost_sorted",300,0.3301,1356
"MSDRadixSort","almost_sorted",300,0.1679,714
"MSDRadixSortWithSwitch","almost_sorted",300,0.0498,2283
"QuickSort","almost_sorted",400,0.8084,79006
"MergeSort","almost_sorted",400,0.3315,1968
"StringQuickSort","almost_sorted",400,0.0395,4334
"StringMergeSort","almost_sorted",400,0.412,1968
"MSDRadixSort","almost_sorted",400,0.2403,947
"MSDRadixSortWithSwitch","almost_sorted",400,0.0713,3051
"QuickSort","almost_sorted",500,1.7603,123261
"MergeSort","almost_sorted",500,0.4963,2579
"StringQuickSort","almost_sorted",500,0.0534,6039
"StringMergeSort","almost_sorted",500,0.5944,2579
"MSDRadixSort","almost_sorted",500,0.2814,1196
"MSDRadixSortWithSwitch","almost_sorted",500,0.0898,3841
"QuickSort","almost_sorted",600,1.0308,103031
"MergeSort","almost_sorted",600,0.5385,3419
"StringQuickSort","almost_sorted",600,0.0735,8301
"StringMergeSort","almost_sorted",600,0.6549,3419
"MSDRadixSort","almost_sorted",600,0.357,1438
"MSDRadixSortWithSwitch","almost_sorted",600,0.109,4670
"QuickSort","almost_sorted",700,1.6952,167682
"MergeSort","almost_sorted",700,0.8459,4345
"StringQuickSort","almost_sorted",700,0.0952,10685
"StringMergeSort","almost_sorted",700,0.9872,4345
"MSDRadixSort","almost_sorted",700,0.4168,1684
"MSDRadixSortWithSwitch","almost_sorted",700,0.1232,5421
"QuickSort","almost_sorted",800,2.3708,240746
"MergeSort","almost_sorted",800,0.8788,5004
"StringQuickSort","almost_sorted",800,0.1126,13234
"StringMergeSort","almost_sorted",800,0.9948,5004
"MSDRadixSort","almost_sorted",800,0.4687,1930
"MSDRadixSortWithSwitch","almost_sorted",800,0.1429,6246
"QuickSort","almost_sorted",900,3.2339,325196
"MergeSort","almost_sorted",900,0.9534,5756
"StringQuickSort","almost_sorted",900,0.138,16156
"StringMergeSort","almost_sorted",900,1.1351,5756
"MSDRadixSort","almost_sorted",900,0.5215,2166
"MSDRadixSortWithSwitch","almost_sorted",900,0.1699,6996
"QuickSort","almost_sorted",1000,4.0151,419646
"MergeSort","almost_sorted",1000,1.2037,6262
"StringQuickSort","almost_sorted",1000,0.1679,19514
"StringMergeSort","almost_sorted",1000,1.1471,6262
"MSDRadixSort","almost_sorted",1000,0.5868,2407
"MSDRadixSortWithSwitch","almost_sorted",1000,0.1785,7816
"QuickSort","almost_sorted",1100,5.1241,523006
"MergeSort","almost_sorted",1100,1.1472,7597
"StringQuickSort","almost_sorted",1100,0.1918,23073
"StringMergeSort","almost_sorted",1100,1.31,7597
"MSDRadixSort","almost_sorted",1100,0.636,2657
"MSDRadixSortWithSwitch","almost_sorted",1100,0.2006,8614
"QuickSort","almost_sorted",1200,3.5192,334322
"MergeSort","almost_sorted",1200,1.1742,8246
"StringQuickSort","almost_sorted",1200,0.2228,26830
"StringMergeSort","almost_sorted",1200,1.4428,8246
"MSDRadixSort","almost_sorted",1200,0.7184,2916
"MSDRadixSortWithSwitch","almost_sorted",1200,0.2249,9308
"QuickSort","almost_sorted",1300,2.5989,251073
"MergeSort","almost_sorted",1300,1.3206,9305
"StringQuickSort","almost_sorted",1300,0.2527,30826
"StringMergeSort","almost_sorted",1300,1.5939,9305
"MSDRadixSort","almost_sorted",1300,0.7805,3164
"MSDRadixSortWithSwitch","almost_sorted",1300,0.2346,10057
"QuickSort","almost_sorted",1400,3.936,385523
"MergeSort","almost_sorted",1400,1.4316,10246
"StringQuickSort","almost_sorted",1400,0.2827,35174
"StringMergeSort","almost_sorted",1400,1.701,10246
"MSDRadixSort","almost_sorted",1400,0.8146,3398
"MSDRadixSortWithSwitch","almost_sorted",1400,0.2555,10794
"QuickSort","almost_sorted",1500,5.342,529973
"MergeSort","almost_sorted",1500,1.7773,10917
"StringQuickSort","almost_sorted",1500,0.3246,39678
"StringMergeSort","almost_sorted",1500,1.9187,10917
"MSDRadixSort","almost_sorted",1500,0.8929,3643
"MSDRadixSortWithSwitch","almost_sorted",1500,0.2775,11513
"QuickSort","almost_sorted",1600,6.9542,684426
"MergeSort","almost_sorted",1600,1.8599,11304
"StringQuickSort","almost_sorted",1600,0.356,44687
"StringMergeSort","almost_sorted",1600,2.2075,11304
"MSDRadixSort","almost_sorted",1600,0.9366,3888
"MSDRadixSortWithSwitch","almost_sorted",1600,0.2895,12324
"QuickSort","almost_sorted",1700,8.28,847181
"MergeSort","almost_sorted",1700,1.8205,12543
"StringQuickSort","almost_sorted",1700,0.3984,49499
"StringMergeSort","almost_sorted",1700,2.3133,12543
"MSDRadixSort","almost_sorted",1700,1.0367,4125
"MSDRadixSortWithSwitch","almost_sorted",1700,0.3095,13061
"QuickSort","almost_sorted",1800,9.9706,1021531
"MergeSort","almost_sorted",1800,1.8624,13317
"StringQuickSort","almost_sorted",1800,0.4606,54543
"StringMergeSort","almost_sorted",1800,2.337,13317
"MSDRadixSort","almost_sorted",1800,1.0547,4358
"MSDRadixSortWithSwitch","almost_sorted",1800,0.3777,13797
"QuickSort","almost_sorted",1900,11.9489,1205883
"MergeSort","almost_sorted",1900,2.0021,14094
"StringQuickSort","almost_sorted",1900,0.4779,59854
"StringMergeSort","almost_sorted",1900,2.3829,14094
"MSDRadixSort","almost_sorted",1900,1.0966,4601
"MSDRadixSortWithSwitch","almost_sorted",1900,0.3414,14650
"QuickSort","almost_sorted",2000,13.5878,1400231
"MergeSort","almost_sorted",2000,2.264,14799
"StringQuickSort","almost_sorted",2000,0.52,65323
"StringMergeSort","almost_sorted",2000,2.4975,14799
"MSDRadixSort","almost_sorted",2000,1.1947,4839
"MSDRadixSortWithSwitch","almost_sorted",2000,0.3688,15382
"QuickSort","almost_sorted",2100,6.4707,649027
"MergeSort","almost_sorted",2100,2.1892,15904
"StringQuickSort","almost_sorted",2100,0.5446,68709
"StringMergeSort","almost_sorted",2100,2.6517,15904
"MSDRadixSort","almost_sorted",2100,1.2099,5089
"MSDRadixSortWithSwitch","almost_sorted",2100,0.3769,16242
"QuickSort","almost_sorted",2200,8.6765,863577
"MergeSort","almost_sorted",2200,2.2658,16652
"StringQuickSort","almost_sorted",2200,0.558,70173
"StringMergeSort","almost_sorted",2200,2.8348,16652
"MSDRadixSort","almost_sorted",2200,1.247,5337
"MSDRadixSortWithSwitch","almost_sorted",2200,0.3843,17035
"QuickSort","almost_sorted",2300,10.7457,1088127
"MergeSort","almost_sorted",2300,2.3871,16981
"StringQuickSort","almost_sorted",2300,0.5624,71927
"StringMergeSort","almost_sorted",2300,2.846,16981
"MSDRadixSort","almost_sorted",2300,1.3261,5571
"MSDRadixSortWithSwitch","almost_sorted",2300,0.4098,17945
"QuickSort","almost_sorted",2400,8.6584,849083
"MergeSort","almost_sorted",2400,2.6944,17893
"StringQuickSort","almost_sorted",2400,0.583,73009
"StringMergeSort","almost_sorted",2400,3.1194,17893
"MSDRadixSort","almost_sorted",2400,1.3238,5821
"MSDRadixSortWithSwitch","almost_sorted",2400,0.3978,18700
"QuickSort","almost_sorted",2500,5.3647,500471
"MergeSort","almost_sorted",2500,2.7428,18918
"StringQuickSort","almost_sorted",2500,0.5985,75304
"StringMergeSort","almost_sorted",2500,3.1468,18918
"MSDRadixSort","almost_sorted",2500,1.3971,6069
"MSDRadixSortWithSwitch","almost_sorted",2500,0.3912,19437
"QuickSort","almost_sorted",2600,7.6673,672854
"MergeSort","almost_sorted",2600,2.7291,19768
"StringQuickSort","almost_sorted",2600,0.6211,77828
"StringMergeSort","almost_sorted",2600,3.2703,19768
"MSDRadixSort","almost_sorted",2600,1.5213,6319
"MSDRadixSortWithSwitch","almost_sorted",2600,0.4148,20116
"QuickSort","almost_sorted",2700,10.1312,937804
"MergeSort","almost_sorted",2700,2.7665,20584
"StringQuickSort","almost_sorted",2700,0.6453,80725
"StringMergeSort","almost_sorted",2700,3.3528,20584
"MSDRadixSort","almost_sorted",2700,1.8212,6568
"MSDRadixSortWithSwitch","almost_sorted",2700,0.4266,20889
"QuickSort","almost_sorted",2800,12.7009,1212754
"MergeSort","almost_sorted",2800,2.9146,21343
"StringQuickSort","almost_sorted",2800,0.6594,83956
"StringMergeSort","almost_sorted",2800,3.5137,21343
"MSDRadixSort","almost_sorted",2800,1.5356,6806
"MSDRadixSortWithSwitch","almost_sorted",2800,0.4359,21626
"QuickSort","almost_sorted",2900,15.3845,1497704
"MergeSort","almost_sorted",2900,3.0107,22183
"StringQuickSort","almost_sorted",2900,0.6959,87161
"StringMergeSort","almost_sorted",2900,3.7729,22183
"MSDRadixSort","almost_sorted",2900,1.6347,7073
"MSDRadixSortWithSwitch","almost_sorted",2900,0.5027,22464
"QuickSort","almost_sorted",3000,18.2228,1792654
"MergeSort","almost_sorted",3000,3.2163,22587
"StringQuickSort","almost_sorted",3000,0.7217,90939
"StringMergeSort","almost_sorted",3000,4.1102,22587
