Algorithm,Data Type,Size,Time (ms),Comparisons
"MergeSort","random",1100,1.2956,9722
"StringQuickSort","random",1100,0.1241,10955
"StringMergeSort","random",1100,1.4706,9722
"MSDRadixSort","random",1100,0.6262,2401
"MSDRadixSortWithSwitch","random",1100,0.2344,4504
"QuickSort","random",1200,0.3031,14158
"MergeSort","random",1200,1.4476,10764
"StringQuickSort","random",1200,0.1314,11912
"StringMergeSort","random",1200,1.6609,10764
"MSDRadixSort","random",1200,0.729,2622
"MSDRadixSortWithSwitch","random",1200,0.261,5044
"QuickSort","random",1300,0.2504,15130
"MergeSort","random",1300,1.5675,11814
"StringQuickSort","random",1300,0.1479,12877
"StringMergeSort","random",1300,1.8194,11814
"MSDRadixSort","random",1300,0.7237,2862
"MSDRadixSortWithSwitch","random",1300,0.2966,5628
"QuickSort","random",1400,0.2707,15899
"MergeSort","random",1400,1.7213,12893
"StringQuickSort","random",1400,0.1626,14635
"StringMergeSort","random",1400,2.0134,12893
"MSDRadixSort","random",1400,0.7746,3093
"MSDRadixSortWithSwitch","random",1400,0.2906,6192
"QuickSort","random",1500,0.2849,16522
"MergeSort","random",1500,1.8094,13955
"StringQuickSort","random",1500,0.1737,16087
"StringMergeSort","random",1500,2.1172,13955
"MSDRadixSort","random",1500,0.8588,3338
"MSDRadixSortWithSwitch","random",1500,0.311,6843
"QuickSort","random",1600,0.3108,18514
"MergeSort","random",1600,1.9259,15022
"StringQuickSort","random",1600,0.1954,17975
"StringMergeSort","random",1600,2.2625,15022
"MSDRadixSort","random",1600,0.8928,3577
"MSDRadixSortWithSwitch","random",1600,0.3228,7415
"QuickSort","random",1700,0.337,20423
"MergeSort","random",1700,2.1369,16124
"StringQuickSort","random",1700,0.2007,18118
"StringMergeSort","random",1700,2.4409,16124
"MSDRadixSort","random",1700,0.9811,3830
"MSDRadixSortWithSwitch","random",1700,0.3614,8029
"QuickSort","random",1800,0.3674,21218
"MergeSort","random",1800,2.2158,17222
"StringQuickSort","random",1800,0.2203,19666
"StringMergeSort","random",1800,2.5851,17222
"MSDRadixSort","random",1800,1.1173,4077
"MSDRadixSortWithSwitch","random",1800,0.4473,8720
"QuickSort","random",1900,0.3866,22835
"MergeSort","random",1900,2.418,18333
"StringQuickSort","random",1900,0.2298,19963
"StringMergeSort","random",1900,2.8063,18333
"MSDRadixSort","random",1900,1.1362,4323
"MSDRadixSortWithSwitch","random",1900,0.4097,9312
"QuickSort","random",2000,0.429,23607
"MergeSort","random",2000,2.4886,19437
"StringQuickSort","random",2000,0.2437,21755
"StringMergeSort","random",2000,3.1364,19437
"MSDRadixSort","random",2000,1.2146,4588
"MSDRadixSortWithSwitch","random",2000,0.4637,9993
"QuickSort","random",2100,0.4761,27287
"MergeSort","random",2100,2.6652,20525
"StringQuickSort","random",2100,0.2629,23085
"StringMergeSort","random",2100,3.09,20525
"MSDRadixSort","random",2100,1.2477,4833
"MSDRadixSortWithSwitch","random",2100,0.569,10698
"QuickSort","random",2200,0.655,26931
"MergeSort","random",2200,2.7534,21678
"StringQuickSort","random",2200,0.2616,23351
"StringMergeSort","random",2200,3.3363,21678
"MSDRadixSort","random",2200,1.3357,5098
"MSDRadixSortWithSwitch","random",2200,0.4836,11404
"QuickSort","random",2300,0.516,30775
"MergeSort","random",2300,3.0194,22826
"StringQuickSort","random",2300,0.2907,26695
"StringMergeSort","random",2300,3.4308,22826
"MSDRadixSort","random",2300,1.4368,5374
"MSDRadixSortWithSwitch","random",2300,0.4937,11985
"QuickSort","random",2400,0.5055,30306
"MergeSort","random",2400,3.0309,23960
"StringQuickSort","random",2400,0.2987,26569
"StringMergeSort","random",2400,3.663,23960
"MSDRadixSort","random",2400,1.522,5631
"MSDRadixSortWithSwitch","random",2400,0.5508,12652
"QuickSort","random",2500,0.5316,31420
"MergeSort","random",2500,3.1697,25092
"StringQuickSort","random",2500,0.3148,27950
"StringMergeSort","random",2500,3.717,25092
"MSDRadixSort","random",2500,1.7172,5887
"MSDRadixSortWithSwitch","random",2500,0.5559,13354
"QuickSort","random",2600,0.6818,32906
"MergeSort","random",2600,3.3343,26252
"StringQuickSort","random",2600,0.3285,28377
"StringMergeSort","random",2600,3.8843,26252
"MSDRadixSort","random",2600,1.6571,6154
"MSDRadixSortWithSwitch","random",2600,0.6086,14063
"QuickSort","random",2700,0.5796,33190
"MergeSort","random",2700,3.4528,27371
"StringQuickSort","random",2700,0.3404,30155
"StringMergeSort","random",2700,4.0047,27371
"MSDRadixSort","random",2700,1.6914,6407
"MSDRadixSortWithSwitch","random",2700,0.5915,14752
"QuickSort","random",2800,0.6075,36189
"MergeSort","random",2800,3.5519,28602
"StringQuickSort","random",2800,0.3641,32487
"StringMergeSort","random",2800,4.1693,28602
"MSDRadixSort","random",2800,1.766,6672
"MSDRadixSortWithSwitch","random",2800,0.6034,15442
"QuickSort","random",2900,0.6279,37550
"MergeSort","random",2900,3.8443,29788
"StringQuickSort","random",2900,0.3683,33587
"StringMergeSort","random",2900,4.3652,29788
"MSDRadixSort","random",2900,1.8586,6931
"MSDRadixSortWithSwitch","random",2900,0.6302,16228
"QuickSort","random",3000,0.6986,43049
"MergeSort","random",3000,4.0468,30918
"StringQuickSort","random",3000,0.3973,35076
"StringMergeSort","random",3000,4.5619,30918
"MSDRadixSort","random",3000,2.0233,7213
"MSDRadixSortWithSwitch","random",3000,0.6817,16833
"QuickSort","reverse_sorted",100,0.0931,4950
"MergeSort","reverse_sorted",100,0.1563,316
"StringQuickSort","reverse_sorted",100,0.012,1347
"StringMergeSort","reverse_sorted",100,0.1008,316
"MSDRadixSort","reverse_sorted",100,0.0917,245
"MSDRadixSortWithSwitch","reverse_sorted",100,0.0237,1406
"QuickSort","reverse_sorted",200,0.2154,19900
"MergeSort","reverse_sorted",200,0.1884,732
"StringQuickSort","reverse_sorted",200,0.0238,2824
"StringMergeSort","reverse_sorted",200,0.2061,732
"MSDRadixSort","reverse_sorted",200,0.1229,483
"MSDRadixSortWithSwitch","reverse_sorted",200,0.0482,2845
"QuickSort","reverse_sorted",300,0.4871,44850
"MergeSort","reverse_sorted",300,0.2845,1180
"StringQuickSort","reverse_sorted",300,0.0344,4108
"StringMergeSort","reverse_sorted",300,0.3115,1180
"MSDRadixSort","reverse_sorted",300,0.1939,716
"MSDRadixSortWithSwitch","reverse_sorted",300,0.0761,4554
"QuickSort","reverse_sorted",400,0.8997,79800
"MergeSort","reverse_sorted",400,0.3864,1664
"StringQuickSort","reverse_sorted",400,0.05,6073
"StringMergeSort","reverse_sorted",400,0.4274,1664
"MSDRadixSort","reverse_sorted",400,0.249,961
"MSDRadixSortWithSwitch","reverse_sorted",400,0.1011,6224
"QuickSort","reverse_sorted",500,1.3403,124750
"MergeSort","reverse_sorted",500,0.4982,2216
"StringQuickSort","reverse_sorted",500,0.0756,9413
"StringMergeSort","reverse_sorted",500,0.556,2216
"MSDRadixSort","reverse_sorted",500,0.3229,1212
"MSDRadixSortWithSwitch","reverse_sorted",500,0.1237,7996
"QuickSort","reverse_sorted",600,1.9302,179700
"MergeSort","reverse_sorted",600,0.6292,2660
"StringQuickSort","reverse_sorted",600,0.093,10838
"StringMergeSort","reverse_sorted",600,0.6755,2660
"MSDRadixSort","reverse_sorted",600,0.3794,1449
"MSDRadixSortWithSwitch","reverse_sorted",600,0.1779,9715
"QuickSort","reverse_sorted",700,2.5742,244650
"MergeSort","reverse_sorted",700,0.7307,3172
"StringQuickSort","reverse_sorted",700,0.1189,15039
"StringMergeSort","reverse_sorted",700,0.818,3172
"MSDRadixSort","reverse_sorted",700,0.4949,1692
"MSDRadixSortWithSwitch","reverse_sorted",700,0.1744,11508
"QuickSort","reverse_sorted",800,3.4299,319600
"MergeSort","reverse_sorted",800,0.8808,3728
"StringQuickSort","reverse_sorted",800,0.1361,17382
"StringMergeSort","reverse_sorted",800,1.0014,3728
"MSDRadixSort","reverse_sorted",800,0.6471,1933
"MSDRadixSortWithSwitch","reverse_sorted",800,0.1944,13173
"QuickSort","reverse_sorted",900,4.3724,404550
"MergeSort","reverse_sorted",900,1.0029,4304
"StringQuickSort","reverse_sorted",900,0.1604,20763
"StringMergeSort","reverse_sorted",900,1.0991,4304
"MSDRadixSort","reverse_sorted",900,0.6024,2177
"MSDRadixSortWithSwitch","reverse_sorted",900,0.2225,14940
"QuickSort","reverse_sorted",1000,5.4092,499500
"MergeSort","reverse_sorted",1000,1.1448,4932
"StringQuickSort","reverse_sorted",1000,0.1851,24007
"StringMergeSort","reverse_sorted",1000,1.286,4932
"MSDRadixSort","reverse_sorted",1000,0.6824,2408
"MSDRadixSortWithSwitch","reverse_sorted",1000,0.2523,16798
"QuickSort","reverse_sorted",1100,6.1929,604450
"MergeSort","reverse_sorted",1100,1.2198,5420
"StringQuickSort","reverse_sorted",1100,0.2223,28471
"StringMergeSort","reverse_sorted",1100,1.4199,5420
"MSDRadixSort","reverse_sorted",1100,0.6821,2660
"MSDRadixSortWithSwitch","reverse_sorted",1100,0.3045,18849
"QuickSort","reverse_sorted",1200,7.5774,719400
"MergeSort","reverse_sorted",1200,1.3692,5920
"StringQuickSort","reverse_sorted",1200,0.2485,32143
"StringMergeSort","reverse_sorted",1200,1.5072,5920
"MSDRadixSort","reverse_sorted",1200,0.7269,2898
"MSDRadixSortWithSwitch","reverse_sorted",1200,0.3031,20417
"QuickSort","reverse_sorted",1300,9.5009,844350
"MergeSort","reverse_sorted",1300,1.4529,6480
"StringQuickSort","reverse_sorted",1300,0.2788,36500
"StringMergeSort","reverse_sorted",1300,1.624,6480
"MSDRadixSort","reverse_sorted",1300,0.8003,3139
"MSDRadixSortWithSwitch","reverse_sorted",1300,0.3479,22145
"QuickSort","reverse_sorted",1400,10.3155,979300
"MergeSort","reverse_sorted",1400,1.5579,7044
"StringQuickSort","reverse_sorted",1400,0.3054,39496
"StringMergeSort","reverse_sorted",1400,1.8211,7044
"MSDRadixSort","reverse_sorted",1400,1.0323,3373
"MSDRadixSortWithSwitch","reverse_sorted",1400,0.4044,23773
"QuickSort","reverse_sorted",1500,11.6304,1124250
"MergeSort","reverse_sorted",1500,1.7883,7664
"StringQuickSort","reverse_sorted",1500,0.3895,46163
"StringMergeSort","reverse_sorted",1500,1.9862,7664
"MSDRadixSort","reverse_sorted",1500,1.0477,3616
"MSDRadixSortWithSwitch","reverse_sorted",1500,0.3647,25546
"QuickSort","reverse_sorted",1600,13.3658,1279200
"MergeSort","reverse_sorted",1600,1.8201,8256
"StringQuickSort","reverse_sorted",1600,0.4,51487
"StringMergeSort","reverse_sorted",1600,2.129,8256
"MSDRadixSort","reverse_sorted",1600,0.9675,3863
"MSDRadixSortWithSwitch","reverse_sorted",1600,0.3973,27381
"QuickSort","reverse_sorted",1700,15.0283,1444150
"MergeSort","reverse_sorted",1700,1.9513,8836
"StringQuickSort","reverse_sorted",1700,0.4256,55068
"StringMergeSort","reverse_sorted",1700,2.2245,8836
"MSDRadixSort","reverse_sorted",1700,1.1475,4088
"MSDRadixSortWithSwitch","reverse_sorted",1700,0.4187,28865
"QuickSort","reverse_sorted",1800,17.0187,1619100
"MergeSort","reverse_sorted",1800,2.0999,9508
"StringQuickSort","reverse_sorted",1800,0.4782,61290
"StringMergeSort","reverse_sorted",1800,2.423,9508
"MSDRadixSort","reverse_sorted",1800,1.1977,4336
"MSDRadixSortWithSwitch","reverse_sorted",1800,0.432,30522
"QuickSort","reverse_sorted",1900,19.1955,1804050
"MergeSort","reverse_sorted",1900,2.2181,10144
"StringQuickSort","reverse_sorted",1900,0.5057,65113
"StringMergeSort","reverse_sorted",1900,2.4613,10144
"MSDRadixSort","reverse_sorted",1900,1.2966,4579
"MSDRadixSortWithSwitch","reverse_sorted",1900,0.4605,32433
"QuickSort","reverse_sorted",2000,21.6166,1999000
"MergeSort","reverse_sorted",2000,2.3133,10864
"StringQuickSort","reverse_sorted",2000,0.5613,71927
"StringMergeSort","reverse_sorted",2000,2.7156,10864
"MSDRadixSort","reverse_sorted",2000,1.1857,4818
"MSDRadixSortWithSwitch","reverse_sorted",2000,0.4777,33959
"QuickSort","reverse_sorted",2100,23.3755,2203950
"MergeSort","reverse_sorted",2100,2.4833,11456
"StringQuickSort","reverse_sorted",2100,0.6104,78770
"StringMergeSort","reverse_sorted",2100,2.8961,11456
"MSDRadixSort","reverse_sorted",2100,1.2916,5062
"MSDRadixSortWithSwitch","reverse_sorted",2100,0.5001,35724
"QuickSort","reverse_sorted",2200,25.6221,2418900
"MergeSort","reverse_sorted",2200,2.5852,11940
"StringQuickSort","reverse_sorted",2200,0.648,84357
"StringMergeSort","reverse_sorted",2200,2.8682,11940
"MSDRadixSort","reverse_sorted",2200,1.3072,5304
"MSDRadixSortWithSwitch","reverse_sorted",2200,0.5278,37622
"QuickSort","reverse_sorted",2300,27.7317,2643850
"MergeSort","reverse_sorted",2300,2.6422,12512
"StringQuickSort","reverse_sorted",2300,0.702,90732
"StringMergeSort","reverse_sorted",2300,2.9598,12512
"MSDRadixSort","reverse_sorted",2300,1.3412,5547
"MSDRadixSortWithSwitch","reverse_sorted",2300,0.5424,39158
"QuickSort","reverse_sorted",2400,30.0091,2878800
"MergeSort","reverse_sorted",2400,2.9118,13040
"StringQuickSort","reverse_sorted",2400,0.7474,97105
"StringMergeSort","reverse_sorted",2400,3.192,13040
"MSDRadixSort","reverse_sorted",2400,1.7736,5796
"MSDRadixSortWithSwitch","reverse_sorted",2400,0.5745,40700
"QuickSort","reverse_sorted",2500,33.4223,3123750
"MergeSort","reverse_sorted",2500,3.0409,13652
"StringQuickSort","reverse_sorted",2500,0.8095,105483
"StringMergeSort","reverse_sorted",2500,3.2808,13652
"MSDRadixSort","reverse_sorted",2500,1.4675,6029
"MSDRadixSortWithSwitch","reverse_sorted",2500,0.6077,42107
"QuickSort","reverse_sorted",2600,35.4544,3378700
"MergeSort","reverse_sorted",2600,2.951,14260
"StringQuickSort","reverse_sorted",2600,0.8642,112924
"StringMergeSort","reverse_sorted",2600,3.4446,14260
"MSDRadixSort","reverse_sorted",2600,1.7374,6274
"MSDRadixSortWithSwitch","reverse_sorted",2600,0.6182,43857
"QuickSort","reverse_sorted",2700,38.1168,3643650
"MergeSort","reverse_sorted",2700,3.2125,14840
"StringQuickSort","reverse_sorted",2700,0.9753,120347
"StringMergeSort","reverse_sorted",2700,3.6699,14840
"MSDRadixSort","reverse_sorted",2700,1.6191,6513
"MSDRadixSortWithSwitch","reverse_sorted",2700,0.6383,45697
"QuickSort","reverse_sorted",2800,41.5439,3918600
"MergeSort","reverse_sorted",2800,3.1954,15488
"StringQuickSort","reverse_sorted",2800,0.9827,127955
"StringMergeSort","reverse_sorted",2800,3.9075,15488
"MSDRadixSort","reverse_sorted",2800,1.64,6754
"MSDRadixSortWithSwitch","reverse_sorted",2800,0.6599,47231
"QuickSort","reverse_sorted",2900,44.3146,4203550
"MergeSort","reverse_sorted",2900,3.4661,16120
"StringQuickSort","reverse_sorted",2900,1.1045,138632
"StringMergeSort","reverse_sorted",2900,3.8811,16120
"MSDRadixSort","reverse_sorted",2900,1.9222,6998
"MSDRadixSortWithSwitch","reverse_sorted",2900,0.6863,48944
"QuickSort","reverse_sorted",3000,47.8263,4498500
"MergeSort","reverse_sorted",3000,3.5708,16828
"StringQuickSort","reverse_sorted",3000,1.1266,145323
"StringMergeSort","reverse_sorted",3000,4.0119,16828
"MSDRadixSort","reverse_sorted",3000,1.7687,7234
"MSDRadixSortWithSwitch","reverse_sorted",3000,0.7033,50740
"QuickSort","almost_sorted",100,0.051,4756
"MergeSort","almost_sorted",100,0.09,425
"StringQuickSort","almost_sorted",100,0.0084,808
"StringMergeSort","almost_sorted",100,0.1031,425
"MSDRadixSort","almost_sorted",100,0.0607,235
"MSDRadixSortWithSwitch","almost_sorted",100,0.0207,696
"QuickSort","almost_sorted",200,0.2039,19506
"MergeSort","almost_sorted",200,0.3477,979
"StringQuickSort","almost_sorted",200,0.0169,1884
"StringMergeSort","almost_sorted",200,0.2183,979
"MSDRadixSort","almost_sorted",200,0.1204,482
"MSDRadixSortWithSwitch","almost_sorted",200,0.0387,1514
"QuickSort","almost_sorted",300,0.441,43961
"MergeSort","almost_sorted",300,0.2511,1610
"StringQuickSort","almost_sorted",300,0.0278,3046
"StringMergeSort","almost_sorted",300,0.3268,1610
"MSDRadixSort","almost_sorted",300,0.1898,726
"MSDRadixSortWithSwitch","almost_sorted",300,0.0555,2258
"QuickSort","almost_sorted",400,0.7928,78612
"MergeSort","almost_sorted",400,0.3508,2301
"StringQuickSort","almost_sorted",400,0.0397,4483
"StringMergeSort","almost_sorted",400,0.4184,2301
"MSDRadixSort","almost_sorted",400,0.2473,965
"MSDRadixSortWithSwitch","almost_sorted",400,0.0783,3103
"QuickSort","almost_sorted",500,1.1836,122769
"MergeSort","almost_sorted",500,0.4397,2987
"StringQuickSort","almost_sorted",500,0.0545,6119
"StringMergeSort","almost_sorted",500,0.5409,2987
"MSDRadixSort","almost_sorted",500,0.2788,1206
"MSDRadixSortWithSwitch","almost_sorted",500,0.095,3787
"QuickSort","almost_sorted",600,1.8056,177319
"MergeSort","almost_sorted",600,0.5623,3640
"StringQuickSort","almost_sorted",600,0.0697,8088
"StringMergeSort","almost_sorted",600,0.6758,3640
"MSDRadixSort","almost_sorted",600,0.3611,1450
"MSDRadixSortWithSwitch","almost_sorted",600,0.1093,4583
"QuickSort","almost_sorted",700,2.3671,240485
"MergeSort","almost_sorted",700,0.6527,4560
"StringQuickSort","almost_sorted",700,0.0865,10284
"StringMergeSort","almost_sorted",700,0.7664,4560
"MSDRadixSort","almost_sorted",700,0.4133,1695
"MSDRadixSortWithSwitch","almost_sorted",700,0.1271,5318
"QuickSort","almost_sorted",800,3.0153,314838
"MergeSort","almost_sorted",800,0.7552,5457
"StringQuickSort","almost_sorted",800,0.1081,12812
"StringMergeSort","almost_sorted",800,0.9199,5457
"MSDRadixSort","almost_sorted",800,0.4702,1946
"MSDRadixSortWithSwitch","almost_sorted",800,0.1471,6169
"QuickSort","almost_sorted",900,3.8976,399192
"MergeSort","almost_sorted",900,0.8572,6076
"StringQuickSort","almost_sorted",900,0.1357,15626
"StringMergeSort","almost_sorted",900,1.3028,6076
"MSDRadixSort","almost_sorted",900,0.5322,2187
"MSDRadixSortWithSwitch","almost_sorted",900,0.1673,6889
"QuickSort","almost_sorted",1000,3.0991,316789
"MergeSort","almost_sorted",1000,0.9458,6799
"StringQuickSort","almost_sorted",1000,0.1625,18726
"StringMergeSort","almost_sorted",1000,1.139,6799
"MSDRadixSort","almost_sorted",1000,0.5871,2424
"MSDRadixSortWithSwitch","almost_sorted",1000,0.1939,7683
"QuickSort","almost_sorted",1100,4.0848,420051
"MergeSort","almost_sorted",1100,1.0519,7874
"StringQuickSort","almost_sorted",1100,0.2589,22121
"StringMergeSort","almost_sorted",1100,1.2788,7874
"MSDRadixSort","almost_sorted",1100,0.6351,2659
"MSDRadixSortWithSwitch","almost_sorted",1100,0.2069,8370
"QuickSort","almost_sorted",1200,5.0186,516450
"MergeSort","almost_sorted",1200,1.1583,8755
"StringQuickSort","almost_sorted",1200,0.2177,26077
"StringMergeSort","almost_sorted",1200,1.4383,8755
"MSDRadixSort","almost_sorted",1200,0.6933,2901
"MSDRadixSortWithSwitch","almost_sorted",1200,0.2232,9112
"QuickSort","almost_sorted",1300,6.356,640797
"MergeSort","almost_sorted",1300,1.3183,9534
"StringQuickSort","almost_sorted",1300,0.2495,30083
"StringMergeSort","almost_sorted",1300,1.5977,9534
"MSDRadixSort","almost_sorted",1300,0.7752,3133
"MSDRadixSortWithSwitch","almost_sorted",1300,0.2428,9900
"QuickSort","almost_sorted",1400,7.7489,775147
"MergeSort","almost_sorted",1400,1.4264,10277
"StringQuickSort","almost_sorted",1400,0.2857,34546
"StringMergeSort","almost_sorted",1400,1.7336,10277
"MSDRadixSort","almost_sorted",1400,0.8178,3383
"MSDRadixSortWithSwitch","almost_sorted",1400,0.2744,10742
"QuickSort","almost_sorted",1500,9.3484,919500
"MergeSort","almost_sorted",1500,1.5346,10963
"StringQuickSort","almost_sorted",1500,0.3243,39161
"StringMergeSort","almost_sorted",1500,1.8485,10963
"MSDRadixSort","almost_sorted",1500,0.8652,3624
"MSDRadixSortWithSwitch","almost_sorted",1500,0.2815,11465
"QuickSort","almost_sorted",1600,10.3349,1073847
"MergeSort","almost_sorted",1600,1.66,11917
"StringQuickSort","almost_sorted",1600,0.3582,43857
"StringMergeSort","almost_sorted",1600,1.9379,11917
"MSDRadixSort","almost_sorted",1600,0.9456,3860
"MSDRadixSortWithSwitch","almost_sorted",1600,0.3555,12292
"QuickSort","almost_sorted",1700,12.0261,1238197
"MergeSort","almost_sorted",1700,1.8344,12675
"StringQuickSort","almost_sorted",1700,0.3949,48923
"StringMergeSort","almost_sorted",1700,2.1181,12675
"MSDRadixSort","almost_sorted",1700,0.9676,4094
"MSDRadixSortWithSwitch","almost_sorted",1700,0.3209,13033
"QuickSort","almost_sorted",1800,13.7015,1410759
"MergeSort","almost_sorted",1800,1.8463,13478
"StringQuickSort","almost_sorted",1800,0.4348,54062
"StringMergeSort","almost_sorted",1800,2.3409,13478
"MSDRadixSort","almost_sorted",1800,1.0235,4332
"MSDRadixSortWithSwitch","almost_sorted",1800,0.3318,13762
"QuickSort","almost_sorted",1900,15.5625,1595014
"MergeSort","almost_sorted",1900,1.9404,14111
"StringQuickSort","almost_sorted",1900,0.4744,59309
"StringMergeSort","almost_sorted",1900,2.3667,14111
"MSDRadixSort","almost_sorted",1900,1.0648,4575
"MSDRadixSortWithSwitch","almost_sorted",1900,0.3429,14573
"QuickSort","almost_sorted",2000,17.463,1789258
"MergeSort","almost_sorted",2000,2.0689,15076
"StringQuickSort","almost_sorted",2000,0.5955,64544
"StringMergeSort","almost_sorted",2000,2.4507,15076
"MSDRadixSort","almost_sorted",2000,1.1545,4821
"MSDRadixSortWithSwitch","almost_sorted",2000,0.3573,15277
"QuickSort","almost_sorted",2100,19.3242,1993508
"MergeSort","almost_sorted",2100,2.1911,16217
"StringQuickSort","almost_sorted",2100,0.5584,70263
"StringMergeSort","almost_sorted",2100,2.8557,16217
"MSDRadixSort","almost_sorted",2100,1.2746,5053
"MSDRadixSortWithSwitch","almost_sorted",2100,0.3918,16087
"QuickSort","almost_sorted",2200,9.4868,914795
"MergeSort","almost_sorted",2200,2.571,16209
"StringQuickSort","almost_sorted",2200,0.5881,74960
"StringMergeSort","almost_sorted",2200,2.7391,16209
"MSDRadixSort","almost_sorted",2200,1.2501,5291
"MSDRadixSortWithSwitch","almost_sorted",2200,0.3887,16750
"QuickSort","almost_sorted",2300,11.6729,1136955
"MergeSort","almost_sorted",2300,2.373,16991
"StringQuickSort","almost_sorted",2300,0.6289,80245
"StringMergeSort","almost_sorted",2300,2.8431,16991
"MSDRadixSort","almost_sorted",2300,1.3705,5540
"MSDRadixSortWithSwitch","almost_sorted",2300,0.4126,17477
"QuickSort","almost_sorted",2400,14.0928,1371307
"MergeSort","almost_sorted",2400,2.4771,18094
"StringQuickSort","almost_sorted",2400,0.6844,86318
"StringMergeSort","almost_sorted",2400,2.9833,18094
"MSDRadixSort","almost_sorted",2400,1.4089,5784
"MSDRadixSortWithSwitch","almost_sorted",2400,0.4176,18191
"QuickSort","almost_sorted",2500,12.3508,1239426
"MergeSort","almost_sorted",2500,2.5842,18843
"StringQuickSort","almost_sorted",2500,0.7355,92107
"StringMergeSort","almost_sorted",2500,3.1375,18843
"MSDRadixSort","almost_sorted",2500,1.4219,6030
"MSDRadixSortWithSwitch","almost_sorted",2500,0.436,18942
"QuickSort","almost_sorted",2600,8.4316,828505
"MergeSort","almost_sorted",2600,2.6932,19925
"StringQuickSort","almost_sorted",2600,0.7633,97921
"StringMergeSort","almost_sorted",2600,3.2562,19925
"MSDRadixSort","almost_sorted",2600,1.4868,6259
"MSDRadixSortWithSwitch","almost_sorted",2600,0.4535,19734
"QuickSort","almost_sorted",2700,10.8792,1093055
"MergeSort","almost_sorted",2700,2.8136,20672
"StringQuickSort","almost_sorted",2700,0.8751,104106
"StringMergeSort","almost_sorted",2700,3.4179,20672
"MSDRadixSort","almost_sorted",2700,1.643,6506
"MSDRadixSortWithSwitch","almost_sorted",2700,0.4721,20507
"QuickSort","almost_sorted",2800,13.6482,1367605
"MergeSort","almost_sorted",2800,3.0906,21692
"StringQuickSort","almost_sorted",2800,0.8709,110610
"StringMergeSort","almost_sorted",2800,3.5292,21692
"MSDRadixSort","almost_sorted",2800,1.6488,6754
"MSDRadixSortWithSwitch","almost_sorted",2800,0.491,21375
"QuickSort","almost_sorted",2900,16.3153,1652155
"MergeSort","almost_sorted",2900,3.0607,22393
"StringQuickSort","almost_sorted",2900,0.926,117166
"StringMergeSort","almost_sorted",2900,3.6554,22393
"MSDRadixSort","almost_sorted",2900,1.6215,7002
"MSDRadixSortWithSwitch","almost_sorted",2900,0.502,22266
"QuickSort","almost_sorted",3000,5.5662,519501
"MergeSort","almost_sorted",3000,3.1533,23323
"StringQuickSort","almost_sorted",3000,0.9596,121830
"StringMergeSort","almost_sorted",3000,3.7985,23323
